SaleID,SaleDate,DeliveryDate,ProductNumber,SalesQuantity,PricePerUnit,TotalRevenue,DueDate
100076,2024-04-28 00:00:00 UTC,2024-04-28 00:00:00 UTC,1002,36,29.41,1058.76,2024-05-01
100077,2024-05-01 00:00:00 UTC,2024-05-01 00:00:00 UTC,1012,97,23.29,2259.13,2024-05-04
100078,2024-06-25 00:00:00 UTC,2024-06-25 00:00:00 UTC,1010,2,12.42,24.84,2024-06-29
100079,2024-04-01 00:00:00 UTC,2024-04-01 00:00:00 UTC,1004,38,14.2,539.6,2024-04-07
100080,2024-09-06 00:00:00 UTC,2024-09-06 00:00:00 UTC,1011,5,18.08,90.4,2024-09-10
100081,2024-07-11 00:00:00 UTC,2024-07-11 00:00:00 UTC,1010,30,27.97,839.1,2024-07-14
100082,2024-03-10 00:00:00 UTC,2024-03-10 00:00:00 UTC,1004,41,25.99,1065.59,2024-03-13
100083,2024-01-13 00:00:00 UTC,2024-01-13 00:00:00 UTC,1012,54,21.57,1164.78,2024-01-18
100084,2024-09-13 00:00:00 UTC,2024-09-13 00:00:00 UTC,1002,96,28.87,2771.52,2024-09-19
100085,2024-07-08 00:00:00 UTC,2024-07-08 00:00:00 UTC,1009,34,20.3,690.2,2024-07-10
100086,2024-06-20 00:00:00 UTC,2024-06-20 00:00:00 UTC,1009,4,6.02,24.08,2024-06-27
100087,2024-12-03 00:00:00 UTC,2024-12-03 00:00:00 UTC,1006,11,20.99,230.89,2024-12-05
100088,2024-12-13 00:00:00 UTC,2024-12-13 00:00:00 UTC,1010,77,21.16,1629.32,2024-12-20
100089,2024-04-24 00:00:00 UTC,2024-04-24 00:00:00 UTC,1009,72,24.91,1793.52,2024-05-01
100090,2024-03-20 00:00:00 UTC,2024-03-20 00:00:00 UTC,1012,39,18.54,723.06,2024-03-23
100091,2024-12-17 00:00:00 UTC,2024-12-17 00:00:00 UTC,1005,70,26.39,1847.3,2024-12-24
100092,2024-07-04 00:00:00 UTC,2024-07-04 00:00:00 UTC,1002,40,21.27,850.8,2024-07-11
100093,2024-04-03 00:00:00 UTC,2024-04-03 00:00:00 UTC,1012,53,12.72,674.16,2024-04-08
100094,2024-05-19 00:00:00 UTC,2024-05-19 00:00:00 UTC,1002,53,13.5,715.5,2024-05-21
100095,2024-04-29 00:00:00 UTC,2024-04-29 00:00:00 UTC,1001,6,17.17,103.02,2024-05-05
100096,2024-01-22 00:00:00 UTC,2024-01-22 00:00:00 UTC,1011,15,12.47,187.05,2024-01-24
100097,2024-08-10 00:00:00 UTC,2024-08-10 00:00:00 UTC,1002,66,22.67,1496.22,2024-08-17
100098,2024-11-14 00:00:00 UTC,2024-11-14 00:00:00 UTC,1012,25,19.19,479.75,2024-11-21
100099,2024-10-05 00:00:00 UTC,2024-10-05 00:00:00 UTC,1007,32,22.92,733.44,2024-10-08
100100,2024-05-08 00:00:00 UTC,2024-05-08 00:00:00 UTC,1008,8,11.43,91.44,2024-05-14
100101,2024-06-26 00:00:00 UTC,2024-06-26 00:00:00 UTC,1001,66,25.06,1653.96,2024-06-29
100102,2024-10-07 00:00:00 UTC,2024-10-07 00:00:00 UTC,1009,39,11.55,450.45,2024-10-14
100103,2024-10-01 00:00:00 UTC,2024-10-01 00:00:00 UTC,1004,1,13.14,13.14,2024-10-03
100104,2024-07-16 00:00:00 UTC,2024-07-16 00:00:00 UTC,1001,94,16.08,1511.52,2024-07-18
100105,2024-05-24 00:00:00 UTC,2024-05-24 00:00:00 UTC,1003,66,23.7,1564.2,2024-05-28
100106,2024-11-25 00:00:00 UTC,2024-11-25 00:00:00 UTC,1010,35,26.08,912.8,2024-11-29
100107,2024-04-08 00:00:00 UTC,2024-04-08 00:00:00 UTC,1011,92,7.91,727.72,2024-04-14
100108,2024-03-03 00:00:00 UTC,2024-03-03 00:00:00 UTC,1005,2,14.0,28.0,2024-03-07
100109,2024-06-19 00:00:00 UTC,2024-06-19 00:00:00 UTC,1004,70,6.35,444.5,2024-06-23
100110,2024-12-04 00:00:00 UTC,2024-12-04 00:00:00 UTC,1007,28,18.52,518.56,2024-12-11
100111,2024-02-22 00:00:00 UTC,2024-02-22 00:00:00 UTC,1008,49,6.42,314.58,2024-02-28
100112,2024-12-19 00:00:00 UTC,2024-12-19 00:00:00 UTC,1006,92,11.19,1029.48,2024-12-23
100113,2024-04-15 00:00:00 UTC,2024-04-15 00:00:00 UTC,1005,100,10.74,1074.0,2024-04-19
100114,2024-01-20 00:00:00 UTC,2024-01-20 00:00:00 UTC,1010,88,8.59,755.92,2024-01-26
100115,2024-10-15 00:00:00 UTC,2024-10-15 00:00:00 UTC,1009,68,8.88,603.84,2024-10-18
100116,2024-03-31 00:00:00 UTC,2024-03-31 00:00:00 UTC,1001,80,29.11,2328.8,2024-04-02
100117,2024-07-16 00:00:00 UTC,2024-07-16 00:00:00 UTC,1003,16,15.63,250.08,2024-07-21
100118,2024-08-24 00:00:00 UTC,2024-08-24 00:00:00 UTC,1002,14,25.28,353.92,2024-08-30
100119,2024-10-13 00:00:00 UTC,2024-10-13 00:00:00 UTC,1003,1,27.36,27.36,2024-10-18
100120,2024-08-05 00:00:00 UTC,2024-08-05 00:00:00 UTC,1006,87,16.37,1424.19,2024-08-07
100121,2024-02-04 00:00:00 UTC,2024-02-04 00:00:00 UTC,1006,58,26.55,1539.9,2024-02-11
100122,2024-11-12 00:00:00 UTC,2024-11-12 00:00:00 UTC,1006,26,10.83,281.58,2024-11-16
100123,2024-06-11 00:00:00 UTC,2024-06-11 00:00:00 UTC,1007,36,10.7,385.2,2024-06-16
100124,2024-06-30 00:00:00 UTC,2024-06-30 00:00:00 UTC,1005,93,13.07,1215.51,2024-07-02
100125,2024-10-10 00:00:00 UTC,2024-10-10 00:00:00 UTC,1012,48,6.9,331.2,2024-10-13
100126,2024-07-17 00:00:00 UTC,2024-07-17 00:00:00 UTC,1006,42,14.19,595.98,2024-07-23
100127,2024-02-11 00:00:00 UTC,2024-02-11 00:00:00 UTC,1001,4,28.02,112.08,2024-02-17
100128,2024-01-26 00:00:00 UTC,2024-01-26 00:00:00 UTC,1007,85,28.65,2435.25,2024-02-01
100129,2024-03-13 00:00:00 UTC,2024-03-13 00:00:00 UTC,1012,10,11.04,110.4,2024-03-19
100130,2024-12-05 00:00:00 UTC,2024-12-05 00:00:00 UTC,1001,6,8.69,52.14,2024-12-10
100131,2024-03-02 00:00:00 UTC,2024-03-02 00:00:00 UTC,1002,36,19.21,691.56,2024-03-06
100132,2024-05-08 00:00:00 UTC,2024-05-08 00:00:00 UTC,1001,58,27.68,1605.44,2024-05-13
100133,2024-01-02 00:00:00 UTC,2024-01-02 00:00:00 UTC,1009,5,6.11,30.55,2024-01-09
100134,2024-02-05 00:00:00 UTC,2024-02-05 00:00:00 UTC,1011,21,21.01,441.21,2024-02-12
100135,2024-02-10 00:00:00 UTC,2024-02-10 00:00:00 UTC,1009,42,28.73,1206.66,2024-02-16
100136,2024-06-11 00:00:00 UTC,2024-06-11 00:00:00 UTC,1002,79,17.47,1380.13,2024-06-17
100137,2024-09-12 00:00:00 UTC,2024-09-12 00:00:00 UTC,1006,66,22.62,1492.92,2024-09-16
100138,2024-08-02 00:00:00 UTC,2024-08-02 00:00:00 UTC,1005,11,19.26,211.86,2024-08-05
100139,2024-06-29 00:00:00 UTC,2024-06-29 00:00:00 UTC,1007,1,16.82,16.82,2024-07-06
100140,2024-09-01 00:00:00 UTC,2024-09-01 00:00:00 UTC,1009,77,22.67,1745.59,2024-09-05
100141,2024-01-16 00:00:00 UTC,2024-01-16 00:00:00 UTC,1008,17,25.81,438.77,2024-01-22
100142,2024-11-17 00:00:00 UTC,2024-11-17 00:00:00 UTC,1011,83,8.8,730.4,2024-11-23
100143,2024-05-31 00:00:00 UTC,2024-05-31 00:00:00 UTC,1001,84,29.04,2439.36,2024-06-05
100144,2024-04-09 00:00:00 UTC,2024-04-09 00:00:00 UTC,1002,34,17.07,580.38,2024-04-13
100145,2024-04-02 00:00:00 UTC,2024-04-02 00:00:00 UTC,1001,4,18.95,75.8,2024-04-04
100146,2024-01-02 00:00:00 UTC,2024-01-02 00:00:00 UTC,1010,65,18.16,1180.4,2024-01-07
100147,2024-03-04 00:00:00 UTC,2024-03-04 00:00:00 UTC,1008,88,18.99,1671.12,2024-03-07
100148,2024-05-18 00:00:00 UTC,2024-05-18 00:00:00 UTC,1006,66,7.75,511.5,2024-05-21
100149,2024-12-14 00:00:00 UTC,2024-12-14 00:00:00 UTC,1006,54,17.48,943.92,2024-12-16
100150,2024-01-07 00:00:00 UTC,2024-01-07 00:00:00 UTC,1010,54,17.51,945.54,2024-01-13
100151,2024-01-05 00:00:00 UTC,2024-01-05 00:00:00 UTC,1001,22,23.12,508.64,2024-01-09
100152,2024-07-05 00:00:00 UTC,2024-07-05 00:00:00 UTC,1012,98,17.87,1751.26,2024-07-07
100153,2024-06-15 00:00:00 UTC,2024-06-15 00:00:00 UTC,1002,31,24.22,750.82,2024-06-19
100154,2024-08-23 00:00:00 UTC,2024-08-23 00:00:00 UTC,1010,32,18.78,600.96,2024-08-27
100155,2024-09-14 00:00:00 UTC,2024-09-14 00:00:00 UTC,1007,97,9.34,905.98,2024-09-17
100156,2024-06-24 00:00:00 UTC,2024-06-24 00:00:00 UTC,1004,80,16.51,1320.8,2024-07-01
100157,2024-06-28 00:00:00 UTC,2024-06-28 00:00:00 UTC,1010,86,8.93,767.98,2024-06-30
100158,2024-12-14 00:00:00 UTC,2024-12-14 00:00:00 UTC,1011,96,21.73,2086.08,2024-12-17
100159,2024-01-18 00:00:00 UTC,2024-01-18 00:00:00 UTC,1012,60,15.06,903.6,2024-01-21
100160,2024-05-19 00:00:00 UTC,2024-05-19 00:00:00 UTC,1009,38,11.53,438.14,2024-05-23
100161,2024-12-13 00:00:00 UTC,2024-12-13 00:00:00 UTC,1010,64,13.9,889.6,2024-12-18
100162,2024-11-25 00:00:00 UTC,2024-11-25 00:00:00 UTC,1012,36,17.98,647.28,2024-11-30
100163,2024-11-11 00:00:00 UTC,2024-11-11 00:00:00 UTC,1004,85,13.15,1117.75,2024-11-13
100164,2024-08-05 00:00:00 UTC,2024-08-05 00:00:00 UTC,1010,19,8.65,164.35,2024-08-07
100165,2024-04-03 00:00:00 UTC,2024-04-03 00:00:00 UTC,1005,98,21.61,2117.78,2024-04-05
100166,2024-06-20 00:00:00 UTC,2024-06-20 00:00:00 UTC,1003,54,14.73,795.42,2024-06-24
100167,2024-12-31 00:00:00 UTC,2024-12-31 00:00:00 UTC,1002,99,15.83,1567.17,2025-01-03
100168,2024-11-17 00:00:00 UTC,2024-11-17 00:00:00 UTC,1001,89,9.85,876.65,2024-11-20
100169,2024-06-02 00:00:00 UTC,2024-06-02 00:00:00 UTC,1011,15,26.11,391.65,2024-06-04
100170,2024-01-07 00:00:00 UTC,2024-01-07 00:00:00 UTC,1005,64,25.76,1648.64,2024-01-14
100171,2024-01-23 00:00:00 UTC,2024-01-23 00:00:00 UTC,1001,76,17.05,1295.8,2024-01-30
100172,2024-03-15 00:00:00 UTC,2024-03-15 00:00:00 UTC,1004,51,19.37,987.87,2024-03-17
100173,2024-03-09 00:00:00 UTC,2024-03-09 00:00:00 UTC,1012,8,11.36,90.88,2024-03-16
100174,2024-02-18 00:00:00 UTC,2024-02-18 00:00:00 UTC,1006,8,19.38,155.04,2024-02-21
100175,2024-01-27 00:00:00 UTC,2024-01-27 00:00:00 UTC,1007,62,22.76,1411.12,2024-01-31
100176,2024-02-09 00:00:00 UTC,2024-02-09 00:00:00 UTC,1010,72,6.85,493.2,2024-02-12
100177,2024-12-03 00:00:00 UTC,2024-12-03 00:00:00 UTC,1003,33,12.9,425.7,2024-12-10
100178,2024-12-25 00:00:00 UTC,2024-12-25 00:00:00 UTC,1012,5,24.86,124.3,2024-12-31
100179,2024-10-26 00:00:00 UTC,2024-10-26 00:00:00 UTC,1007,76,23.76,1805.76,2024-11-01
100180,2024-04-09 00:00:00 UTC,2024-04-09 00:00:00 UTC,1002,12,25.31,303.72,2024-04-13
100181,2024-09-09 00:00:00 UTC,2024-09-09 00:00:00 UTC,1003,14,19.21,268.94,2024-09-11
100182,2024-09-13 00:00:00 UTC,2024-09-13 00:00:00 UTC,1005,13,29.72,386.36,2024-09-18
100183,2024-03-08 00:00:00 UTC,2024-03-08 00:00:00 UTC,1003,98,26.47,2594.06,2024-03-11
100184,2024-12-01 00:00:00 UTC,2024-12-01 00:00:00 UTC,1002,35,28.27,989.45,2024-12-08
100185,2024-09-26 00:00:00 UTC,2024-09-26 00:00:00 UTC,1002,79,7.91,624.89,2024-10-01
100186,2024-07-13 00:00:00 UTC,2024-07-13 00:00:00 UTC,1010,19,11.9,226.1,2024-07-18
100187,2024-10-04 00:00:00 UTC,2024-10-04 00:00:00 UTC,1007,31,25.69,796.39,2024-10-09
100188,2024-04-09 00:00:00 UTC,2024-04-09 00:00:00 UTC,1011,57,15.1,860.7,2024-04-15
100189,2024-01-12 00:00:00 UTC,2024-01-12 00:00:00 UTC,1010,90,23.26,2093.4,2024-01-19
100190,2024-05-25 00:00:00 UTC,2024-05-25 00:00:00 UTC,1005,63,13.5,850.5,2024-05-30
100191,2024-01-20 00:00:00 UTC,2024-01-20 00:00:00 UTC,1001,7,5.53,38.71,2024-01-27
100192,2024-07-13 00:00:00 UTC,2024-07-13 00:00:00 UTC,1007,34,22.46,763.64,2024-07-15
100193,2024-08-10 00:00:00 UTC,2024-08-10 00:00:00 UTC,1006,74,22.19,1642.06,2024-08-16
100194,2024-08-18 00:00:00 UTC,2024-08-18 00:00:00 UTC,1009,100,11.95,1195.0,2024-08-21
100195,2024-01-31 00:00:00 UTC,2024-01-31 00:00:00 UTC,1001,90,18.93,1703.7,2024-02-07
100196,2024-10-19 00:00:00 UTC,2024-10-19 00:00:00 UTC,1001,53,25.15,1332.95,2024-10-23
100197,2024-04-15 00:00:00 UTC,2024-04-15 00:00:00 UTC,1006,59,7.76,457.84,2024-04-20
100198,2024-07-03 00:00:00 UTC,2024-07-03 00:00:00 UTC,1009,45,20.71,931.95,2024-07-05
100199,2024-11-01 00:00:00 UTC,2024-11-01 00:00:00 UTC,1009,90,12.67,1140.3,2024-11-07
100200,2024-09-09 00:00:00 UTC,2024-09-09 00:00:00 UTC,1005,27,13.46,363.42,2024-09-14
100201,2024-02-03 00:00:00 UTC,2024-02-03 00:00:00 UTC,1006,89,28.06,2497.34,2024-02-05
100202,2024-11-12 00:00:00 UTC,2024-11-12 00:00:00 UTC,1011,33,9.43,311.19,2024-11-17
100203,2024-09-23 00:00:00 UTC,2024-09-23 00:00:00 UTC,1010,32,10.56,337.92,2024-09-30
100204,2024-05-31 00:00:00 UTC,2024-05-31 00:00:00 UTC,1004,7,24.12,168.84,2024-06-07
100205,2024-02-21 00:00:00 UTC,2024-02-21 00:00:00 UTC,1010,13,17.57,228.41,2024-02-27
100206,2024-02-09 00:00:00 UTC,2024-02-09 00:00:00 UTC,1010,97,19.18,1860.46,2024-02-16
100207,2024-07-01 00:00:00 UTC,2024-07-01 00:00:00 UTC,1002,78,17.47,1362.66,2024-07-06
100208,2024-06-11 00:00:00 UTC,2024-06-11 00:00:00 UTC,1009,99,11.07,1095.93,2024-06-14
100209,2024-12-28 00:00:00 UTC,2024-12-28 00:00:00 UTC,1005,21,6.0,126.0,2025-01-01
100210,2024-08-08 00:00:00 UTC,2024-08-08 00:00:00 UTC,1007,43,6.83,293.69,2024-08-12
100211,2024-05-04 00:00:00 UTC,2024-05-04 00:00:00 UTC,1007,51,27.59,1407.09,2024-05-07
100212,2024-12-11 00:00:00 UTC,2024-12-11 00:00:00 UTC,1012,99,8.95,886.05,2024-12-17
100213,2024-03-24 00:00:00 UTC,2024-03-24 00:00:00 UTC,1008,82,10.95,897.9,2024-03-28
100214,2024-06-27 00:00:00 UTC,2024-06-27 00:00:00 UTC,1002,84,7.93,666.12,2024-07-01
100215,2024-09-02 00:00:00 UTC,2024-09-02 00:00:00 UTC,1006,66,14.53,958.98,2024-09-05
100216,2024-11-26 00:00:00 UTC,2024-11-26 00:00:00 UTC,1008,31,10.8,334.8,2024-11-29
100217,2024-12-22 00:00:00 UTC,2024-12-22 00:00:00 UTC,1009,43,10.84,466.12,2024-12-25
100218,2024-06-06 00:00:00 UTC,2024-06-06 00:00:00 UTC,1012,39,17.93,699.27,2024-06-08
100219,2024-09-22 00:00:00 UTC,2024-09-22 00:00:00 UTC,1006,29,14.55,421.95,2024-09-28
100220,2024-08-14 00:00:00 UTC,2024-08-14 00:00:00 UTC,1003,81,21.24,1720.44,2024-08-21
100221,2024-10-20 00:00:00 UTC,2024-10-20 00:00:00 UTC,1010,42,9.25,388.5,2024-10-26
100222,2024-01-19 00:00:00 UTC,2024-01-19 00:00:00 UTC,1012,51,28.24,1440.24,2024-01-25
100223,2024-02-16 00:00:00 UTC,2024-02-16 00:00:00 UTC,1004,94,19.2,1804.8,2024-02-21
100224,2024-12-20 00:00:00 UTC,2024-12-20 00:00:00 UTC,1003,15,10.1,151.5,2024-12-27
100225,2024-12-26 00:00:00 UTC,2024-12-26 00:00:00 UTC,1004,96,17.46,1676.16,2024-12-30
100226,2024-07-10 00:00:00 UTC,2024-07-10 00:00:00 UTC,1002,79,19.98,1578.42,2024-07-12
100227,2024-08-27 00:00:00 UTC,2024-08-27 00:00:00 UTC,1007,87,22.45,1953.15,2024-08-30
100228,2024-09-21 00:00:00 UTC,2024-09-21 00:00:00 UTC,1001,36,16.06,578.16,2024-09-26
100229,2024-10-31 00:00:00 UTC,2024-10-31 00:00:00 UTC,1003,86,9.3,799.8,2024-11-02
100230,2024-11-06 00:00:00 UTC,2024-11-06 00:00:00 UTC,1003,6,21.2,127.2,2024-11-13
100231,2024-11-07 00:00:00 UTC,2024-11-07 00:00:00 UTC,1001,73,29.14,2127.22,2024-11-14
100232,2024-01-01 00:00:00 UTC,2024-01-01 00:00:00 UTC,1007,55,9.42,518.1,2024-01-05
100233,2024-05-05 00:00:00 UTC,2024-05-05 00:00:00 UTC,1005,90,16.94,1524.6,2024-05-10
100234,2024-06-28 00:00:00 UTC,2024-06-28 00:00:00 UTC,1011,1,7.21,7.21,2024-07-04
100235,2024-12-09 00:00:00 UTC,2024-12-09 00:00:00 UTC,1004,82,12.75,1045.5,2024-12-11
100236,2024-01-03 00:00:00 UTC,2024-01-03 00:00:00 UTC,1011,24,9.3,223.2,2024-01-07
100237,2024-05-07 00:00:00 UTC,2024-05-07 00:00:00 UTC,1004,67,22.68,1519.56,2024-05-09
100238,2024-09-04 00:00:00 UTC,2024-09-04 00:00:00 UTC,1006,13,8.26,107.38,2024-09-06
100239,2024-05-11 00:00:00 UTC,2024-05-11 00:00:00 UTC,1002,80,13.4,1072.0,2024-05-16
100240,2024-07-02 00:00:00 UTC,2024-07-02 00:00:00 UTC,1006,74,24.52,1814.48,2024-07-04
100241,2024-08-23 00:00:00 UTC,2024-08-23 00:00:00 UTC,1009,10,5.36,53.6,2024-08-27
